Time,Velocity,Acceleration,Battery,EnergyConsumption,Solar,Cumulative Distance
0.0,1.5185784095742836,,100.0,,,0.0
200.0,31.56516262350532,0.1502329210696551,98.32882461634982,83.18169301465696,32.12728504414436,3.30837410330796
400.0,31.4007384083276,-0.0008221210758885,97.67434799658844,52.80194827809576,32.80768754438585,9.60496420649125
600.0,30.08783845769595,-0.0065644997531582,98.77066688997093,0.0,33.49254219283432,15.753821893093605
800.0,30.41169145158687,0.0016192649694546,-13.143552211062664,3453.160924108391,34.18153057181455,21.803774884021884
1000.0,31.43486458293328,0.005115865656732,-15.156653323771405,96.3745629349375,34.87432394168563,27.9884304874739
1200.0,31.37780111500434,-0.0002853173396446,-13.992313440847182,0.0,35.57058342333493,34.26969705726766
1400.0,31.786195146029566,0.0020419701551261,-14.006770338586644,36.71161842555849,36.26996019961767,40.58609668337105
1600.0,31.798529159986167,6.167006978300194e-05,-16.086775146539114,100.51624261871147,36.97209573576342,46.94456911397263
1800.0,31.46132198828323,-0.0016860358585146,-14.85958711090978,0.1860275302545157,37.67662201873136,53.27055422879957
2000.0,31.477539598986425,8.10880535159697e-05,-16.763504810161066,96.54784752758202,38.38316181545541,59.56444038752653
2200.0,31.532290512665934,0.0002737545683975,-19.18902275988177,113.1909023138481,39.09132894988052,65.86542339869177
2400.0,31.49295795082219,-0.0001966628092187,-21.94439843931917,123.97745560546164,39.80072859864904,72.16794824504059
2600.0,31.55034354672781,0.000286927979528,-24.7485429412404,126.17757213894834,40.51095760525495,78.4722783947956
2800.0,31.57131999606495,0.0001048822466857,-29.125607011009546,174.9409121438888,41.22160481244125,84.78444474907486
3000.0,31.77637981990799,0.0010252991192152,-34.103651449367746,194.01150900441613,41.93225141257369,91.11921473067216
3200.0,31.384038221450307,-0.0019617079922884,-33.2797403452714,17.471987085537954,42.64247131568079,97.435256534808
3400.0,31.69089049567076,0.0015342613711022,-31.860695123182737,0.0,43.35183153480877,103.74274940652008
3600.0,31.33175659561564,-0.0017956695002756,-34.40945583222296,121.92453224947558,44.05989258829614,110.04501411564873
3800.0,31.20145823318281,-0.0006514918121641,-36.1471043244364,97.851370355652,44.766208918531696,116.29833559852857
4000.0,31.597324719761584,0.0019793324328938,-35.06376156282027,12.37420795934396,45.47032932671696,122.578213893823
4200.0,31.518437518717928,-0.0003944360052182,-38.46080936375884,149.95160774178655,46.17179742311296,128.88979011767097
4400.0,31.4133398384952,-0.0005254884011136,-40.0977504671741,96.87870280154654,46.87015209221038,135.18296785339228
4600.0,31.59484227779272,0.0009075121964876,-39.23054013079336,21.071652195789955,47.56492797222187,141.48378606502106
4800.0,31.54171485001726,-0.0002656371388772,-42.58359529009135,150.6914910648094,48.25565594825583,147.79744177780205
5000.0,31.57187282807476,0.0001507898902874,-45.22714830214098,129.70240817660903,48.94186365849267,154.10880054561125
5200.0,31.1967107900006,-0.0018758101903708,-47.9394777765497,132.48474145583268,49.62307601264706,160.3856589074188
5400.0,31.47338292381693,0.0013833606690816,-47.66770829935544,41.99625819367908,50.29881572196336,166.65266827880055
5600.0,31.294989067751764,-0.0008919692803258,-53.56135470452235,231.0195015178058,50.9686038399567,172.9295054779574
5800.0,30.557599608114945,-0.003686947298184,-55.97718219117935,125.43549003044848,51.63196031307813,179.11476434554407
6000.0,31.397048572654395,0.0041972448226972,-59.65717990656536,164.71233474549354,52.288404540450735,185.31022916362105
6200.0,31.506919096434004,0.000549352618898,-59.19691961735779,38.87650410650206,52.93745594179266,191.60062593052984
6400.0,31.53539131088127,0.0001423610722363,-58.48862197776748,31.94014164312985,53.57863453261444,197.90485697126135
6600.0,31.46171399545296,-0.0003683865771415,-59.10371865109542,73.00266487592062,54.21146150575096,204.2045675018948
6800.0,31.516605062344272,0.0002744553344565,-59.44482806081621,65.25635228523304,54.8354598182636,210.50239940767452
7000.0,30.93615911319692,-0.0029022297457367,-58.95316966239534,40.42999071096675,55.45015478272435,216.74767582522867
7200.0,31.560994398139364,0.0031241764247122,-57.11830633467443,0.0,56.055074661873775,222.9973911763623
7400.0,31.07508880773837,-0.0024295279520049,-62.911583810935184,233.63437816539044,56.64975126562464,229.2609994969501
7600.0,31.163499118279304,0.0004420515527046,-62.85488752816326,55.50164911068545,57.233720549367625,235.48485828955185
7800.0,30.968321599497884,-0.0009758875939071,-73.22495696040278,374.6121443674388,57.806523212520354,241.69804036132956
8000.0,31.507316984871824,0.0026949769268697,-72.27782124550554,29.43270920613809,58.367705296249646,247.9456042197665
8200.0,31.48668045429984,-0.0001031826528599,-70.34928380592169,0.0,58.91681877928709,254.24500396368367
8400.0,31.546198189704533,0.0002975886770234,-89.86060393025015,655.5242519689866,59.453422170751445,260.54829182808413
8600.0,31.05385108296441,-0.0024617355337006,-88.55683150215415,20.14683342055336,59.97708109888636,266.808296755351
8800.0,31.53666698280588,0.0024140794992073,-92.19671297088762,171.6857477644274,60.48736889462057,273.06734856192804
9000.0,31.590835930218493,0.000270844737063,-116.64138542292228,807.768610578518,60.9838671688581,279.3800988532305
9200.0,31.13494265830255,-0.0022794663595797,-117.04557492151464,73.81415556440564,61.46616638240953,285.6526767120826
9400.0,31.070812869271183,-0.0003206489451568,-116.86191225705193,56.32297200814507,61.93386640748094,291.87325226484
9600.0,31.01441499880773,-0.0002819893523172,-121.7312752950668,211.1456178910005,62.38657707964624,298.0817750516479
9800.0,31.455136715065077,0.0022036085812866,-119.98072381046867,9.344570884767462,62.823918739239616,304.3287302230352
