Cumulative Distance,Time
2058.873692977556,86600
2063.6399991646917,86800
2068.373433356211,87000
2073.0959844728063,87200
2077.8121442945303,87400
2082.569191784759,87600
2087.356055041674,87800
2092.076599403796,88000
2096.7930076320295,88200
2101.584080938911,88400
2106.3958133780193,88600
2111.272478652439,88800
2116.1805095588543,89000
2120.9068792611297,89200
2125.6211269994224,89400
2130.3580656023905,89600
2135.0859478757507,89800
2139.932987372589,90000
2144.786214985117,90200
2149.58828551617,90400
2154.3099841729513,90600
2159.098835493572,90800
2163.9440890469614,91000
2168.7598104758295,91200
2173.632658942522,91400
2178.4670105772148,91600
2183.261227772888,91800
2188.0355708601637,92000
2192.7911012501404,92200
2197.5700197040624,92400
2202.353259876883,92600
2207.1745919093537,92800
2212.0073134060895,93000
2216.794233823525,93200
2221.5061976114134,93400
2226.2273896350166,93600
2231.028927343726,93800
2235.8320972260058,94000
2240.568096524149,94200
2245.2704289680364,94400
2250.036360553451,94600
2254.8409738000128,94800
2259.6194507905566,95000
2264.4003814466823,95200
2269.2088587826765,95400
2274.012819137966,95600
2278.799133370723,95800
2283.5848887109582,96000
2288.3565313520107,96200
2293.105304998141,96400
2297.857702623288,96600
2302.6643859148917,96800
2307.517373698959,97000
2312.346501957129,97200
2317.1060485862427,97400
2321.910843595694,97600
2326.7810952194727,97800
2331.6004306679424,98000
2336.429224239318,98200
2341.2455565838954,98400
2346.016794141491,98600
2350.8212147386766,98800
2355.568892997001,99000
2360.306064887713,99200
2365.1467357243055,99400
2369.951762888211,99600
2374.7665084076866,99800
2379.597252749393,100000
2384.361268343834,100200
2389.0709074026013,100400
2393.7700815075464,100600
2398.572686831462,100800
2403.4010076655927,101000
2408.1683532362354,101200
2412.930222858748,101400
2417.6957417237722,101600
2422.4611054586603,101800
2427.2740083701005,102000
2432.1515540457885,102200
2436.992414304726,102400
2441.7663071534594,102600
2446.5384024989453,102800
2451.300508440104,103000
2456.023550426534,103200
2460.769690588997,103400
2465.5948098783047,103600
2470.417876507966,103800
2475.2113842797967,104000
2480.0033093143365,104200
2484.788049133345,104400
2489.633311265477,104600
2494.471688504083,104800
2499.267596495724,105000
2504.0732001970046,105200
2508.856662650448,105400
2513.624556655737,105600
2518.343507060999,105800
2523.02877893547,106000
2527.751648817633,106200
2532.504232441217,106400
2537.2851664727973,106600
2542.0309556335164,106800
2546.7204706651614,107000
2551.435900794715,107200
2556.1530216508418,107400
2560.9140815156925,107600
2565.682671104184,107800
2570.3994108501006,108000
2575.130716079836,108200
2579.8880689846233,108400
2584.647087514948,108600
2589.4005153983567,108800
2594.14993850515,109000
2598.8674134304133,109200
2603.6030996962995,109400
2608.3615475286433,109600
2613.080059976386,109800
2617.7803697825193,110000
2622.4840465783373,110200
2627.2255264547343,110400
2631.950224052823,110600
2636.6196539562266,110800
2641.283361916609,111000
2645.9589017385856,111200
2650.645558918354,111400
2655.3521851456253,111600
2660.074259802976,111800
2664.777157393461,112000
2669.480120941434,112200
2674.2032334915352,112400
2678.911148309492,112600
2683.599604660362,112800
2688.278215615641,113000
2692.9644095178405,113200
2697.647250142434,113400
2702.351852885339,113600
2707.0523003169137,113800
2711.783875753529,114000
2716.583972666954,114200
2721.508318452177,114400
2726.5618220662477,114600
2731.5538705904,114800
2736.4259414305548,115000
2738.830359897159,115200
