Cumulative Distance,Time
1431.5593922359196,57800
1435.5381477274148,58000
1439.4387734267482,58200
1443.2774850509377,58400
1447.3718442433872,58600
1451.5224045494174,58800
1455.51069377714,59000
1459.4497189401004,59200
1463.2812604520225,59400
1467.1547784562788,59600
1471.0793499571562,59800
1474.9865213541698,60000
1478.7947069774557,60200
1482.722362747829,60400
1486.8209964493394,60600
1491.080723758684,60800
1495.6077382622698,61000
1500.2153479835115,61200
1504.7992965129674,61400
1509.3437826976142,61600
1513.8385531228353,61800
1518.3142300684171,62000
1522.8235344999373,62200
1527.3865960978205,62400
1531.929727532616,62600
1536.4019255189735,62800
1540.7106519884753,63000
1544.9480544786509,63200
1549.3502500407672,63400
1553.7264377962813,63600
1558.0090914344144,63800
1562.3967022536895,64000
1566.8455220674582,64200
1571.3180029543016,64400
1575.8164131780234,64600
1580.3550981907244,64800
1584.8534610195436,65000
1589.3216139498907,65200
1593.8581404655538,65400
1598.3783605922129,65600
1602.8528390093952,65800
1607.3404900385701,66000
1611.8376526396398,66200
1616.3258767567768,66400
1620.8533165308588,66600
1625.3734590676504,66800
1629.876248485099,67000
1634.4199202860298,67200
1638.9726534163876,67400
1643.4707654681438,67600
1647.8819817349126,67800
1652.340336594991,68000
1656.8678366887264,68200
1661.336583611352,68400
1665.7591960500636,68600
1670.2018120773405,68800
1674.4188643935763,69000
1678.4198969914162,69200
1682.5425632990293,69400
1686.750781384361,69600
1691.002935986345,69800
1695.3457568004544,70000
1699.7397413390008,70200
1704.1378081643431,70400
1708.5180128850498,70600
1712.8939693647283,70800
1717.2818265068727,71000
1721.6478149070258,71200
1726.0043949656013,71400
1730.373911243672,71600
1734.7532979703292,71800
1739.1355891491678,72000
1743.5426025544155,72200
1747.9440858800012,72400
1752.3233365846381,72600
1756.7160329680319,72800
1761.1070019655972,73000
1765.5041608198915,73200
1769.879495803069,73400
1774.2932081144195,73600
1778.7359063476981,73800
1783.138749703618,74000
1787.5363516596835,74200
1791.9526853399325,74400
1796.3812998245335,74600
1800.7962674635507,74800
1805.188138508544,75000
1809.5834876567203,75200
1814.0036561190323,75400
1818.4329761531953,75600
1822.864207829549,75800
1827.2664418427769,76000
1831.676667742149,76200
1836.1061619710422,76400
1840.5787347405676,76600
1845.0562640330597,76800
1849.4874027555898,77000
1853.9357878226854,77200
1858.385763377864,77400
1862.8215695361089,77600
1867.2910046848747,77800
1871.7671092855785,78000
1876.2408213305469,78200
1880.7131976007731,78400
1885.1588760368702,78600
1889.6144559499617,78800
1894.072577459248,79000
1898.5219103382626,79200
1902.974994545044,79400
1907.4271271682953,79600
1911.8760380560598,79800
1916.3301321135789,80000
1920.7855240330273,80200
1925.2359396690456,80400
1929.7411597407906,80600
1934.3045549406047,80800
1938.8261978165729,81000
1943.3254562526279,81200
1947.8335149844925,81400
1952.3174096341388,81600
1956.793116297358,81800
1961.2712278493816,82000
1965.73466972508,82200
1970.19583305443,82400
1974.6786020435582,82600
1979.1731244287425,82800
1983.6648912776034,83000
1988.162520906915,83200
1992.663698544913,83400
1997.1536708338383,83600
2001.6382023611884,83800
2005.9647438373577,84000
2010.1041842759364,84200
2014.397968458845,84400
2018.8597345248497,84600
2023.3291469481107,84800
2027.8285930568632,85000
2032.3266406163607,85200
2036.7500991357738,85400
2041.0536576344068,85600
2045.3824810506337,85800
2049.884404645758,86000
2054.305817284099,86200
2056.4766115078223,86400
