Time,Velocity,Acceleration,Battery,EnergyConsumption,Solar,Cumulative Distance
22800.0,23.72400451978482,0.0008213687510465384,46.769739969112216,67.6974389673857,52.288404540450735,534.4218263294467
23000.0,23.683211249449133,-0.00020396635167843513,46.1660623726489,70.07431088503229,51.63196031307813,539.1625479063702
23200.0,23.7733753452421,0.0004508204789648396,45.564690507148754,69.34051433098729,50.9686038399567,543.9082065658392
23400.0,23.534486550789886,-0.0011944439722610767,44.80949115522029,73.37015592337788,50.29881572196336,548.6389927554425
23600.0,23.522064708454497,-6.210921167694394e-05,44.30273543840778,65.10446316127006,49.62307601264706,553.3446478813669
23800.0,23.512556232069016,-4.7542381927403454e-05,43.73567149183,66.26566722644402,48.94186365849267,558.0481099754193
24000.0,23.515817677106845,1.6307225189144958e-05,43.02869090242974,69.85391295443404,48.25565594825583,562.7509473663368
24200.0,23.634335709394033,0.0005925901614359396,42.199437142216595,72.8986303467342,47.56492797222187,567.465962704987
24400.0,23.68594405370931,0.00025804172157638304,41.38266836591927,71.82243820809346,46.87015209221038,572.1979906812973
24600.0,23.711306670019738,0.00012681308155213956,40.50560847335865,72.96597714084022,46.171797423112956,576.9377157536702
24800.0,23.290288629426893,-0.002105090202964224,39.62404619128864,72.40205704395576,45.470329326716964,581.6378752836149
25000.0,23.658056706665594,0.0018388403861935032,38.78089518366701,70.52447220137265,44.766208918531696,586.3327098172241
25200.0,23.571958630742458,-0.00043049037961568004,37.8578207933878,72.2598152113251,44.05989258829614,591.0557113509649
25400.0,23.581488361698685,4.7648654781138335e-05,36.874526208436635,73.3914811050673,43.351831534808774,595.771056050209
25600.0,23.958076511980106,0.001882940751407105,35.80005642464373,75.46752321055455,42.64247131568079,600.5250125375769
25800.0,23.43358710857911,-0.0026224470170049764,34.28337107163092,88.26698894711394,41.93225141257369,605.2641788996328
26000.0,23.621152767637582,0.0009378282952923556,33.17023017939191,75.22805907034333,41.22160481244125,609.9696528872545
26200.0,23.613250775440033,-3.950996098774695e-05,32.46999805073454,61.9030491357367,40.51095760525495,614.6930932415622
26400.0,23.69968257914791,0.0004321590185393909,31.514146720021163,69.00198675194162,39.800728598649044,619.424386577021
26600.0,23.66027842140252,-0.00019702078872695593,30.310569916349355,75.86060030205431,39.09132894988052,624.160382677076
26800.0,23.712763982400094,0.00026242780498787256,29.705449969387253,56.86957619514756,38.38316181545541,628.8976869174562
27000.0,23.642632100249575,-0.00035065941075259846,29.300568045522606,50.045764792795524,37.67662201873136,633.6332265257212
