Cumulative Distance,Time
2741.2756201796706,115400
2746.0590142507594,115600
2750.619454971897,115800
2755.2254855757237,116000
2759.960755660426,116200
2764.6243580136615,116400
2769.312062228065,116600
2774.011549562756,116800
2778.7284679336517,117000
2783.4525914748665,117200
2788.1156552395514,117400
2792.882302047234,117600
2797.7070322568143,117800
2802.480641393983,118000
2807.201417900275,118200
2811.9396124353684,118400
2816.7060578432593,118600
2821.4855315458385,118800
2826.1987240572557,119000
2830.787117842165,119200
2835.410225570341,119400
2840.214980649879,119600
2845.069231215541,119800
2849.811003997555,120000
2854.5385207958157,120200
2859.1753510788735,120400
2863.77693442337,120600
2868.415963334612,120800
2873.018900651558,121000
2877.678337746241,121200
2882.4268972282166,121400
2887.2611309493077,121600
2892.082880254606,121800
2896.885332835974,122000
2901.6512596234634,122200
2906.3402286805585,122400
2911.063057230878,122600
2915.8496396517444,122800
2920.6488613431106,123000
2925.261054967215,123200
2929.8679142733595,123400
2934.62690438879,123600
2939.3833408292,123800
2944.1349354217723,124000
2948.926600366711,124200
2953.7312832244434,124400
2958.524530000948,124600
2963.3064448989517,124800
2968.0906311688773,125000
2972.9006323030194,125200
2977.7073898836315,125400
2982.556167764859,125600
2987.397818144911,125800
2992.285912174857,126000
2997.2305884526777,126200
3002.0911409148434,126400
3006.8850757631167,126600
3011.6477291045953,126800
3016.4217049793256,127000
3021.117886825399,127200
3025.8346122885946,127400
3030.6828250153044,127600
3035.5301517251146,127800
3040.3841761514136,128000
3045.235633185995,128200
3050.088981513135,128400
3054.9396633244764,128600
3059.710624992121,128800
3064.450935382359,129000
3069.2077309847023,129200
3073.9528746371307,129400
3078.7478345372238,129600
3083.5562534360092,129800
3088.3086756968505,130000
3093.0917848378363,130200
3097.878659209979,130400
3102.6513964423434,130600
3107.4552867166753,130800
3112.211074961614,131000
3116.9023550013803,131200
3121.634943791881,131400
3126.407951408023,131600
3131.116478398397,131800
3135.824706571395,132000
3140.503320584037,132200
3145.198397754325,132400
3149.966734698954,132600
3154.733942083081,132800
3159.5509516823563,133000
3164.374461100281,133200
3169.153615636188,133400
3173.9684643023297,133600
3178.7947551384113,133800
3183.559271960311,134000
3188.3495286073235,134200
3193.138446860699,134400
3197.81182260589,134600
3202.4860201421334,134800
3207.1997680120476,135000
3211.8990837790343,135200
3216.623703818703,135400
3221.3276766740337,135600
3226.024657693753,135800
3230.782031824688,136000
3235.554287296947,136200
3240.3361016368754,136400
3245.083119550584,136600
3249.7797246568725,136800
3254.53772891675,137000
3259.328581137757,137200
3264.1192468535864,137400
3268.940602104527,137600
3273.7288127458105,137800
3278.4888081684785,138000
3283.2780870061233,138200
3288.0162726515746,138400
3292.735067218939,138600
3297.4657213088117,138800
3302.176717128638,139000
3306.9026417138407,139200
3311.6555044086977,139400
3316.3396497492818,139600
3321.024190509108,139800
3325.736778280129,140000
3330.4072223198305,140200
3335.0965953428786,140400
3339.754069665245,140600
3344.4126885685887,140800
3349.110562737464,141000
3353.8030075524275,141200
3358.5089311927854,141400
3363.215172668191,141600
3367.921218792909,141800
3372.6299618414573,142000
3377.326391933567,142200
3382.022298645882,142400
3386.7160199925456,142600
3391.4065455932755,142800
3396.1005384384334,143000
3400.8305636031614,143200
3405.5999663180182,143400
3410.3380029441096,143600
3415.101685856046,143800
3419.8867797640833,144000
3424.6199159219354,144200
3429.3085117974874,144400
3434.030470580444,144600
3438.7862825042803,144800
3443.485351093876,145000
3448.233977992526,145200
3453.0633399174167,145400
3458.08822753705,145600
3460.6916585829067,145800
